ID,lemma,pos,frequency,WPM
1215,según,ADP,2124,61.71779989293531
1216,acostar,VERB,2122,61.65968520377058
1217,área,NOUN,2121,61.63062785918823
1218,enamorado,ADJ,2120,61.60157051460586
1219,18,NUM,2118,61.54345582544114
1220,contigo,NOUN,2116,61.48534113627641
1221,debido,ADJ,2115,61.456283791694055
1222,al,DET,2115,61.456283791694055
1223,sacar él,VERB,2114,61.42722644711169
1224,nada,ADV,2110,61.31099706878226
1225,respecto,NOUN,2107,61.22382503503517
1226,dã­as,NOUN,2106,61.19476769045281
1227,diente,NOUN,2105,61.16571034587045
1228,famoso,ADJ,2104,61.13665300128808
1229,aguantar,VERB,2102,61.078538312123364
1230,enfrentar,VERB,2099,60.991366278376276
1231,maestro,NOUN,2097,60.93325158921156
1232,huevo,NOUN,2097,60.93325158921156
1233,tiro,NOUN,2092,60.787964866299745
1234,menor,ADJ,2092,60.787964866299745
1235,juro,NOUN,2088,60.6717354879703
1236,árbol,NOUN,2085,60.58456345422322
1237,silla,NOUN,2085,60.58456345422322
1238,cocina,NOUN,2085,60.58456345422322
1239,botella,NOUN,2081,60.46833407589378
1240,es,NOUN,2079,60.410219386729054
1241,â¡no,NUM,2073,60.23587531923488
1242,presión,NOUN,2072,60.20681797465252
1243,estés,NOUN,2065,60.00341656257599
1244,y.,PROPN,2064,59.97435921799363
1245,vayar,VERB,2061,59.88718718424655
1246,ei,PROPN,2058,59.80001515049946
1247,cuarto,ADJ,2057,59.77095780591711
1248,estudiante,NOUN,2055,59.71284311675238
1249,sorpresa,NOUN,2053,59.654728427587656
1250,dueño,NOUN,2053,59.654728427587656
1251,pesar,NOUN,2053,59.654728427587656
1252,repente,NOUN,2051,59.59661373842293
1253,vino,NOUN,2049,59.53849904925821
1254,contrato,NOUN,2049,59.53849904925821
1255,propiedad,NOUN,2047,59.48038436009349
1256,cumpleaños,NOUN,2041,59.30604029259933
1257,necesidad,NOUN,2040,59.27698294801696
1258,pieza,NOUN,2040,59.27698294801696
1259,admitir,VERB,2038,59.21886825885224
1260,amenaza,NOUN,2038,59.21886825885224
1261,alcanzar,VERB,2034,59.1026388805228
1262,tercero,ADJ,2034,59.1026388805228
1263,agujero,NOUN,2033,59.073581535940434
1264,socio,NOUN,2031,59.01546684677571
1265,contra,NOUN,2030,58.986409502193354
1266,estés,VERB,2028,58.92829481302863
1267,estã¡s,NOUN,2027,58.899237468446266
1268,cerrado,ADJ,2027,58.899237468446266
1269,herido,ADJ,2027,58.899237468446266
1270,reloj,NOUN,2023,58.78300809011682
1271,tony,PROPN,2021,58.7248934009521
1272,policía,PROPN,2020,58.695836056369735
1273,loca,NOUN,2018,58.63772136720501
1274,oscuro,ADJ,2011,58.43431995512849
1275,general,ADJ,2007,58.31809057679904
1276,vi,VERB,2006,58.28903323221668
1277,soportar,VERB,2006,58.28903323221668
1278,elección,NOUN,2005,58.25997588763432
1279,atrapado,ADJ,2005,58.25997588763432
1280,tardar,VERB,2004,58.230918543051956
1281,oferta,NOUN,2003,58.201861198469594
1282,privado,ADJ,2002,58.17280385388723
1283,vigilar,VERB,2002,58.17280385388723
1284,monstruo,NOUN,2001,58.143746509304876
1285,intención,NOUN,2000,58.11468916472251
1286,pantalón,NOUN,1996,57.99845978639306
1287,mary,PROPN,1995,57.96940244181071
1288,sabía,NOUN,1993,57.91128775264598
1289,interés,NOUN,1992,57.88223040806362
1290,respirar,VERB,1992,57.88223040806362
1291,hueso,NOUN,1991,57.85317306348126
1292,precioso,ADJ,1981,57.562599617657646
1293,vosotro,NOUN,1977,57.4463702393282
1294,ayudar yo,VERB,1976,57.41731289474584
1295,defensa,NOUN,1976,57.41731289474584
1296,herida,NOUN,1972,57.3010835164164
1297,âª,PROPN,1970,57.24296882725167
1298,bromear,VERB,1970,57.24296882725167
1299,agarrar,VERB,1970,57.24296882725167
1300,modos,NOUN,1970,57.24296882725167
1301,excelente,ADJ,1970,57.24296882725167
1302,serie,NOUN,1967,57.15579679350459
1303,final,ADJ,1966,57.12673944892223
1304,agente,PROPN,1965,57.09768210433987
1305,nariz,NOUN,1965,57.09768210433987
1306,infierno,NOUN,1960,56.95239538142806
1307,detective,NOUN,1958,56.89428069226334
1308,poner yo,VERB,1957,56.86522334768098
1309,distir,VERB,1952,56.719936624769176
1310,mã­o,PROPN,1950,56.66182193560445
1311,nick,PROPN,1950,56.66182193560445
1312,esto.\nno,NOUN,1948,56.603707246439726
1313,notar,VERB,1948,56.603707246439726
1314,trago,NOUN,1947,56.57464990185736
1315,ocultar,VERB,1946,56.54559255727501
1316,quieras,VERB,1946,56.54559255727501
1317,héroe,NOUN,1946,56.54559255727501
1318,turno,NOUN,1945,56.516535212692645
1319,nacer,VERB,1941,56.4003058343632
1320,prensa,NOUN,1937,56.28407645603376
1321,reunir,VERB,1935,56.225961766869034
1322,bill,PROPN,1935,56.225961766869034
1323,9,NUM,1929,56.05161769937486
1324,enfermo,NOUN,1929,56.05161769937486
1325,muestra,NOUN,1926,55.964445665627785
1326,líder,NOUN,1924,55.90633097646306
1327,inocente,ADJ,1921,55.81915894271597
1328,éxito,NOUN,1921,55.81915894271597
1329,entiend,NOUN,1920,55.79010159813361
1330,apagar,VERB,1920,55.79010159813361
1331,piloto,NOUN,1916,55.67387221980417
1332,will,PROPN,1914,55.61575753063944
1333,cuántos,DET,1912,55.557642841474724
1334,entero,ADJ,1912,55.557642841474724
1335,cuchillo,NOUN,1907,55.41235611856291
1336,profundo,ADJ,1906,55.383298773980556
1337,abuelo,NOUN,1905,55.35424142939819
1338,io,PROPN,1902,55.267069395651106
1339,culpable,ADJ,1900,55.20895470648639
1340,jimmy,PROPN,1899,55.179897361904025
1341,isla,NOUN,1899,55.179897361904025
1342,espera,NOUN,1898,55.15084001732166
1343,montar,VERB,1894,55.03461063899222
1344,bola,NOUN,1893,55.00555329440986
1345,teoría,NOUN,1885,54.773094537750964
1346,brillante,ADJ,1885,54.773094537750964
1347,.y,PUNCT,1885,54.773094537750964
1348,14,NUM,1881,54.65686515942152
1349,habl,ADJ,1880,54.62780781483916
1350,amigo,ADJ,1877,54.54063578109208
1351,confirmar,VERB,1877,54.54063578109208
1352,afectar,VERB,1877,54.54063578109208
1353,velocidad,NOUN,1874,54.45346374734499
1354,batalla,NOUN,1873,54.424406402762635
1355,engañar,VERB,1872,54.39534905818027
1356,perra,NOUN,1870,54.33723436901555
1357,carajo,ADJ,1867,54.25006233526847
1358,vestido,ADJ,1864,54.16289030152139
1359,público,ADJ,1863,54.13383295693902
1360,that,PROPN,1862,54.104775612356654
1361,luna,NOUN,1861,54.0757182677743
1362,sexual,ADJ,1860,54.046660923191936
1363,cuello,NOUN,1858,53.98854623402721
1364,carga,NOUN,1858,53.98854623402721
1365,deberías,PROPN,1854,53.87231685569777
1366,iba,NOUN,1854,53.87231685569777
1367,fumar,VERB,1852,53.81420216653305
1368,bob,PROPN,1851,53.78514482195068
1369,poderoso,ADJ,1849,53.72703013278596
1370,universidad,NOUN,1847,53.66891544362124
1371,derecho,ADJ,1847,53.66891544362124
1372,dejar yo,VERB,1845,53.61080075445652
1373,unir,VERB,1844,53.58174340987416
1374,eh,INTJ,1844,53.58174340987416
1375,cabello,NOUN,1844,53.58174340987416
1376,gobierno,PROPN,1841,53.49457137612708
1377,obligar,VERB,1840,53.46551403154471
1378,mercado,NOUN,1839,53.43645668696235
1379,200,NUM,1839,53.43645668696235
1380,trampa,NOUN,1838,53.40739934237999
1381,inventar,VERB,1837,53.37834199779763
1382,vestido,NOUN,1832,53.23305527488582
1383,directamente,ADV,1830,53.1749405857211
1384,verdad,PROPN,1824,53.000596518226935
1385,loco,PROPN,1824,53.000596518226935
1386,robo,NOUN,1824,53.000596518226935
1387,cuánto,DET,1821,52.91342448447985
1388,deseo,NOUN,1815,52.73908041698568
1389,despedir,VERB,1815,52.73908041698568
1390,mejorar,VERB,1815,52.73908041698568
1391,retirar,VERB,1814,52.71002307240332
1392,perseguir,VERB,1813,52.68096572782096
1393,11,NUM,1810,52.593793694073874
1394,demasiado,DET,1808,52.535679004909156
1395,magia,NOUN,1805,52.44850697116207
1396,sujeto,NOUN,1803,52.39039228199734
1397,acordar,VERB,1802,52.36133493741498
1398,apuesto,ADJ,1801,52.332277592832625
1399,grave,ADJ,1797,52.21604821450318
1400,acusar,VERB,1797,52.21604821450318
1401,video,NOUN,1796,52.18699086992081
1402,arte,NOUN,1796,52.18699086992081
1403,16,NUM,1795,52.15793352533846
1404,enojado,ADJ,1793,52.09981883617374
1405,apoyo,NOUN,1790,52.01264680242665
1406,bebã,PROPN,1790,52.01264680242665
1407,pedazo,NOUN,1789,51.98358945784428
1408,contestar,VERB,1787,51.925474768679564
1409,uh,INTJ,1786,51.89641742409721
1410,jim,PROPN,1786,51.89641742409721
1411,superar,VERB,1785,51.86736007951484
1412,flor,NOUN,1784,51.83830273493248
1413,cadáver,NOUN,1783,51.80924539035012
1414,durar,VERB,1783,51.80924539035012
1415,negro,NOUN,1781,51.751130701185396
1416,fingir,VERB,1778,51.66395866743831
1417,colgar,VERB,1778,51.66395866743831
1418,puente,NOUN,1778,51.66395866743831
1419,habilidad,NOUN,1777,51.63490132285595
1420,escucha,NOUN,1776,51.60584397827359
1421,mantener él,VERB,1775,51.576786633691235
1422,condición,NOUN,1775,51.576786633691235
1423,mã,PROPN,1774,51.547729289108865
1424,señoritar,VERB,1774,51.547729289108865
1425,debo,PROPN,1773,51.51867194452651
1426,cien,NUM,1770,51.43149991077942
1427,apuntar,VERB,1769,51.40244256619706
1428,examen,NOUN,1767,51.344327877032335
1429,verde,ADJ,1766,51.31527053244998
1430,beso,NOUN,1765,51.28621318786762
1431,sucio,ADJ,1762,51.19904115412053
1432,comar,VERB,1762,51.19904115412053
1433,unidos,PROPN,1762,51.19904115412053
1434,seguro,NOUN,1759,51.11186912037345
1435,blanco,NOUN,1756,51.02469708662637
1436,departamento,PROPN,1754,50.96658239746164
1437,fe,NOUN,1753,50.93752505287929
1438,confianza,NOUN,1753,50.93752505287929
1439,cargar,VERB,1751,50.879410363714555
1440,conexión,NOUN,1751,50.879410363714555
1441,identificar,VERB,1751,50.879410363714555
1442,estã¡n,AUX,1750,50.8503530191322
1443,respetar,VERB,1750,50.8503530191322
1444,guapo,ADJ,1748,50.792238329967475
1445,indicar,VERB,1745,50.705066296220394
1446,interesado,ADJ,1743,50.64695160705567
1447,rastro,NOUN,1741,50.588836917890944
1448,apoyar,VERB,1741,50.588836917890944
1449,liberar,VERB,1739,50.530722228726226
1450,emergencia,NOUN,1738,50.501664884143864
1451,sepa,PROPN,1738,50.501664884143864
1452,izquierda,NOUN,1737,50.4726075395615
1453,evidencia,NOUN,1734,50.38543550581442
1454,descansar,VERB,1733,50.35637816123206
1455,demonio,ADJ,1732,50.327320816649696
1456,computadora,NOUN,1732,50.327320816649696
1457,vuelva,ADJ,1731,50.29826347206733
1458,aã±os,PROPN,1730,50.26920612748497
1459,henry,PROPN,1729,50.24014878290261
1460,marchar,VERB,1727,50.18203409373789
1461,cabo,NOUN,1726,50.15297674915553
1462,divertir,VERB,1725,50.123919404573165
1463,celebrar,VERB,1724,50.09486205999081
1464,modelo,NOUN,1723,50.06580471540845
1465,uso,NOUN,1720,49.97863268166136
1466,marcha,NOUN,1719,49.949575337079
1467,ahã­,VERB,1719,49.949575337079
1468,disparo,NOUN,1717,49.89146064791428
1469,derecha,NOUN,1717,49.89146064791428
1470,avisar,VERB,1716,49.86240330333192
1471,motor,NOUN,1713,49.775231269584836
1472,llama,NOUN,1711,49.717116580420104
1473,llamar él,VERB,1709,49.659001891255386
1474,no.\nno,PROPN,1706,49.571829857508305
1475,grado,NOUN,1703,49.48465782376122
1476,autoridad,NOUN,1702,49.455600479178855
1477,ruido,NOUN,1698,49.33937110084941
1478,loco,NOUN,1696,49.28125641168469
1479,parque,NOUN,1691,49.13596968877288
1480,jodido,ADJ,1690,49.106912344190526
1481,general,NOUN,1690,49.106912344190526
1482,bote,NOUN,1687,49.01974031044344
1483,partir,NOUN,1686,48.99068296586108
1484,santa,PROPN,1683,48.903510932113996
1485,pasado,NOUN,1683,48.903510932113996
1486,disco,NOUN,1683,48.903510932113996
1487,prestar,VERB,1682,48.87445358753163
1488,calor,NOUN,1680,48.81633889836691
1489,personaje,NOUN,1679,48.78728155378455
1490,amor,PROPN,1678,48.75822420920218
1491,jefe,PROPN,1676,48.700109520037465
1492,adn,PROPN,1675,48.67105217545511
1493,contento,ADJ,1674,48.64199483087274
1494,probable,ADJ,1674,48.64199483087274
1495,copia,NOUN,1673,48.612937486290384
1496,llenar,VERB,1671,48.55482279712565
1497,disculpe,PROPN,1669,48.496708107960934
1498,estã¡s,AUX,1667,48.43859341879621
1499,general,PROPN,1667,48.43859341879621
1500,azul,ADJ,1665,48.38047872963149
1501,escoger,VERB,1664,48.351421385049136
1502,peso,NOUN,1664,48.351421385049136
1503,mando,NOUN,1663,48.322364040466766
1504,eso.\nno,PROPN,1659,48.20613466213732
1505,dile,ADJ,1659,48.20613466213732
1506,mar,NOUN,1658,48.17707731755496
1507,aqui,NOUN,1654,48.06084793922552
1508,iglesia,NOUN,1653,48.03179059464316
1509,veo,NOUN,1652,48.00273325006079
1510,artículo,NOUN,1652,48.00273325006079
1511,pez,NOUN,1649,47.91556121631371
1512,estás,VERB,1647,47.85744652714899
1513,temprano,ADV,1646,47.82838918256663
1514,max,PROPN,1646,47.82838918256663
1515,new,PROPN,1643,47.741217148819544
1516,haz,NOUN,1641,47.68310245965482
1517,sonido,NOUN,1640,47.654045115072456
1518,imbécil,ADJ,1640,47.654045115072456
1519,plato,NOUN,1640,47.654045115072456
1520,pelota,NOUN,1636,47.53781573674301
1521,correo,NOUN,1634,47.47970104757829
1522,ven,VERB,1634,47.47970104757829
1523,17,NUM,1633,47.45064370299593
1524,planta,NOUN,1631,47.39252901383121
1525,tarea,NOUN,1631,47.39252901383121
1526,matar él,VERB,1628,47.30535698008413
1527,puro,ADJ,1626,47.2472422909194
1528,odio,NOUN,1626,47.2472422909194
1529,declarar,VERB,1626,47.2472422909194
1530,maldita,PROPN,1624,47.189127601754684
1531,pastel,NOUN,1623,47.160070257172315
1532,aspecto,NOUN,1623,47.160070257172315
1533,doctor,PROPN,1620,47.072898223425234
1534,enseguida,ADV,1619,47.04384087884287
1535,piedra,NOUN,1618,47.01478353426051
1536,entrevista,NOUN,1618,47.01478353426051
1537,eros,PRON,1618,47.01478353426051
1538,memoria,NOUN,1617,46.985726189678154
1539,colega,NOUN,1616,46.95666884509579
1540,gastar,VERB,1614,46.898554155931066
1541,lee,PROPN,1613,46.86949681134871
1542,responsabilidad,NOUN,1611,46.81138212218398
1543,pronto,NOUN,1605,46.63703805468982
1544,llevar yo,VERB,1605,46.63703805468982
1545,responsable,ADJ,1604,46.607980710107455
1546,cuánto,NUM,1600,46.491751331778005
1547,equivocar,VERB,1600,46.491751331778005
1548,página,NOUN,1599,46.46269398719565
1549,mudar,VERB,1599,46.46269398719565
1550,copa,NOUN,1598,46.43363664261329
1551,hiciste,VERB,1596,46.37552195344856
1552,tonto,ADJ,1595,46.346464608866206
1553,pérdida,NOUN,1595,46.346464608866206
1554,ãºnico,PROPN,1594,46.317407264283844
1555,gas,NOUN,1592,46.25929257511912
1556,no?\nno,VERB,1591,46.230235230536756
1557,asustado,ADJ,1590,46.2011778859544
1558,padre,PROPN,1590,46.2011778859544
1559,telã,PROPN,1588,46.143063196789676
1560,corto,ADJ,1588,46.143063196789676
1561,ve,PROPN,1587,46.11400585220731
1562,lamento,NOUN,1582,45.96871912929551
1563,reina,NOUN,1582,45.96871912929551
1564,noches,NOUN,1578,45.85248975096606
1565,provocar,VERB,1576,45.79437506180134
1566,propósito,NOUN,1576,45.79437506180134
1567,documento,NOUN,1576,45.79437506180134
1568,kilómetro,NOUN,1575,45.76531771721898
1569,eliminar,VERB,1573,45.70720302805426
1570,hielo,NOUN,1572,45.6781456834719
1571,preguntar él,VERB,1570,45.62003099430717
1572,â¿no,NOUN,1568,45.561916305142454
1573,richard,PROPN,1568,45.561916305142454
1574,paquete,NOUN,1566,45.50380161597773
1575,verano,NOUN,1565,45.474744271395366
1576,do,ADP,1565,45.474744271395366
1577,requerir,VERB,1564,45.44568692681301
1578,pan,NOUN,1563,45.41662958223064
1579,jugador,NOUN,1563,45.41662958223064
1580,aquí.\nno,NOUN,1562,45.387572237648286
1581,objeto,NOUN,1561,45.35851489306592
1582,mapa,NOUN,1561,45.35851489306592
1583,00,NUM,1561,45.35851489306592
1584,mamã,NOUN,1559,45.3004002039012
1585,solamente,ADV,1559,45.3004002039012
1586,ti.\nno,NOUN,1556,45.21322817015411
1587,señora,PROPN,1556,45.21322817015411
1588,comprobar,VERB,1554,45.15511348098939
1589,gordo,ADJ,1553,45.12605613640704
1590,quédatir,VERB,1551,45.06794144724231
1591,veré,VERB,1550,45.03888410265995
1592,besar,VERB,1549,45.00982675807758
1593,feo,ADJ,1548,44.980769413495224
1594,leche,NOUN,1545,44.89359737974814
1595,algãºn,PROPN,1544,44.86454003516578
1596,realizar,VERB,1544,44.86454003516578
1597,escalera,NOUN,1544,44.86454003516578
1598,cobrar,VERB,1543,44.83548269058342
1599,siglo,NOUN,1543,44.83548269058342
1600,disculpa,NOUN,1541,44.777368001418694
1601,ladrón,NOUN,1541,44.777368001418694
1602,robert,PROPN,1538,44.690195967671606
1603,trasero,ADJ,1536,44.63208127850689
1604,tuvistar,VERB,1535,44.60302393392453
1605,it,PROPN,1535,44.60302393392453
1606,proceso,NOUN,1534,44.57396658934216
1607,venta,NOUN,1532,44.515851900177445
1608,convencer,VERB,1532,44.515851900177445
1609,naturaleza,NOUN,1532,44.515851900177445
1610,tercer,ADJ,1531,44.48679455559508
1611,for,PROPN,1531,44.48679455559508
1612,lucir,VERB,1531,44.48679455559508
1613,13,NUM,1528,44.399622521848
1614,ray,PROPN,1528,44.399622521848
1615,vuestro,NOUN,1526,44.34150783268328
1616,militar,ADJ,1525,44.312450488100914
1617,vacación,NOUN,1524,44.28339314351856
1618,tía,NOUN,1523,44.25433579893619
1619,adentro,ADV,1523,44.25433579893619
1620,alex,PROPN,1522,44.225278454353834
1621,jane,PROPN,1521,44.19622110977147
1622,definitivamente,ADV,1520,44.16716376518911
1623,camisa,NOUN,1518,44.109049076024384
1624,local,ADJ,1516,44.050934386859666
1625,calma,NOUN,1513,43.963762353112585
1626,truco,NOUN,1513,43.963762353112585
1627,clave,NOUN,1512,43.934705008530216
1628,veras,NOUN,1511,43.90564766394786
1629,autobús,NOUN,1510,43.8765903193655
1630,washington,PROPN,1507,43.78941828561841
1631,lastimar,VERB,1506,43.760360941036055
1632,vas,AUX,1501,43.61507421812424
1633,explotar,VERB,1501,43.61507421812424
1634,querer,AUX,1500,43.58601687354188
1635,londres,PROPN,1500,43.58601687354188
1636,familiar,ADJ,1497,43.4988448397948
1637,tener él,VERB,1497,43.4988448397948
1638,medicina,NOUN,1497,43.4988448397948
1639,fallar,VERB,1495,43.44073015063008
1640,todos,NOUN,1495,43.44073015063008
1641,declaración,NOUN,1494,43.41167280604772
1642,dios,NOUN,1493,43.382615461465356
1643,cadena,NOUN,1493,43.382615461465356
1644,conocí,VERB,1492,43.35355811688299
1645,defender,VERB,1491,43.32450077230064
1646,representar,VERB,1490,43.29544342771827
1647,norte,NOUN,1489,43.266386083135906
1648,perdón,PROPN,1487,43.20827139397119
1649,secreto,ADJ,1486,43.179214049388825
1650,danny,PROPN,1486,43.179214049388825
1651,adivinar,VERB,1484,43.12109936022411
1652,sombrero,NOUN,1484,43.12109936022411
1653,rastrear,VERB,1484,43.12109936022411
1654,decirte,VERB,1483,43.092042015641745
1655,producto,NOUN,1481,43.03392732647702
1656,periódico,NOUN,1480,43.00486998189466
1657,lavar,VERB,1478,42.94675529272993
1658,gusta,NOUN,1477,42.91769794814758
1659,your,PROPN,1476,42.888640603565214
1660,cariño,PROPN,1474,42.83052591440049
1661,talento,NOUN,1474,42.83052591440049
1662,60,NUM,1473,42.801468569818134
1663,pollo,NOUN,1472,42.77241122523577
1664,lucha,NOUN,1472,42.77241122523577
1665,distinto,ADJ,1471,42.74335388065341
1666,discurso,NOUN,1470,42.714296536071046
1667,federal,ADJ,1469,42.685239191488684
1668,absolutamente,ADV,1468,42.65618184690633
1669,deber,NOUN,1467,42.62712450232396
1670,río,NOUN,1467,42.62712450232396
1671,partir,VERB,1462,42.48183777941216
1672,voy,NOUN,1460,42.423723090247435
1673,común,ADJ,1460,42.423723090247435
1674,déjame,PROPN,1459,42.39466574566507
1675,mamá,ADJ,1458,42.36560840108271
1676,virus,NOUN,1458,42.36560840108271
1677,evento,NOUN,1457,42.336551056500355
1678,encender,VERB,1457,42.336551056500355
1679,van,PROPN,1455,42.27843636733563
1680,compra,NOUN,1454,42.24937902275327
1681,organizar,VERB,1454,42.24937902275327
1682,pedir él,VERB,1454,42.24937902275327
1683,arriesgar,VERB,1454,42.24937902275327
1684,asumir,VERB,1452,42.19126433358854
1685,mierda,PROPN,1452,42.19126433358854
1686,separ,VERB,1451,42.16220698900619
1687,firma,NOUN,1451,42.16220698900619
1688,sã³lo,NOUN,1451,42.16220698900619
1689,cazar,VERB,1449,42.104092299841454
1690,papã,NOUN,1449,42.104092299841454
1691,mire,PROPN,1449,42.104092299841454
1692,grabar,VERB,1449,42.104092299841454
1693,vayas,VERB,1448,42.0750349552591
1694,humano,NOUN,1448,42.0750349552591
1695,sã,AUX,1447,42.045977610676736
1696,revista,NOUN,1446,42.01692026609438
1697,don,PROPN,1446,42.01692026609438
1698,apostar,VERB,1445,41.98786292151201
1699,tommy,PROPN,1443,41.92974823234729
1700,favorito,ADJ,1443,41.92974823234729
1701,ciencia,NOUN,1442,41.90069088776493
1702,diario,NOUN,1441,41.87163354318257
1703,época,NOUN,1440,41.842576198600206
1704,tecnología,NOUN,1439,41.81351885401785
1705,renunciar,VERB,1434,41.66823213110604
1706,playa,NOUN,1434,41.66823213110604
1707,actividad,NOUN,1432,41.61011744194132
1708,camioneta,NOUN,1432,41.61011744194132
1709,primo,NOUN,1432,41.61011744194132
1710,voto,NOUN,1431,41.581060097358964
1711,era,NOUN,1429,41.52294540819423
1712,mirada,NOUN,1429,41.52294540819423
1713,johnny,PROPN,1428,41.49388806361188
1714,amenazar,VERB,1428,41.49388806361188
1715,â¿mir,VERB,1426,41.43577337444715
1716,distancia,NOUN,1425,41.40671602986479
1717,observar,VERB,1425,41.40671602986479
1718,sur,NOUN,1424,41.377658685282434
1719,mismo,ADV,1423,41.348601340700064
1720,pensã,PROPN,1422,41.31954399611771
1721,lord,PROPN,1422,41.31954399611771
1722,cheque,NOUN,1421,41.290486651535346
1723,fantasma,NOUN,1421,41.290486651535346
1724,material,NOUN,1421,41.290486651535346
1725,montaña,NOUN,1420,41.261429306952984
1726,salvo,ADP,1419,41.23237196237062
1727,pecho,NOUN,1419,41.23237196237062
1728,aumentar,VERB,1419,41.23237196237062
1729,actor,NOUN,1419,41.23237196237062
1730,perro,PROPN,1419,41.23237196237062
1731,sra.,ADJ,1418,41.20331461778826
1732,siento.\nno,VERB,1417,41.1742572732059
1733,arrancar,VERB,1417,41.1742572732059
1734,vaso,NOUN,1417,41.1742572732059
1735,oído,ADJ,1416,41.14519992862353
1736,bobby,PROPN,1413,41.05802789487646
1737,perfectamente,ADV,1410,40.97085586112937
1738,desastre,NOUN,1406,40.85462648279993
1739,billy,PROPN,1406,40.85462648279993
1740,producir,VERB,1405,40.82556913821756
1741,cuento,NOUN,1403,40.76745444905284
1742,coronel,PROPN,1403,40.76745444905284
1743,esquina,NOUN,1403,40.76745444905284
1744,fecha,NOUN,1402,40.73839710447049
1745,â¿estã¡s,VERB,1401,40.70933975988812
1746,hombre,PROPN,1400,40.68028241530576
1747,criatura,NOUN,1399,40.6512250707234
1748,steve,PROPN,1398,40.622167726141036
1749,culpar,VERB,1397,40.593110381558674
1750,americano,ADJ,1397,40.593110381558674
1751,invitado,NOUN,1395,40.534995692393956
1752,vecino,NOUN,1394,40.505938347811586
1753,personal,NOUN,1394,40.505938347811586
1754,lamentar,VERB,1391,40.41876631406451
1755,algo?\nno,VERB,1390,40.38970896948214
1756,embarazado,ADJ,1390,40.38970896948214
1757,bruja,NOUN,1390,40.38970896948214
1758,sarah,PROPN,1389,40.36065162489978
1759,especialmente,ADV,1388,40.331594280317425
1760,llamir,VERB,1387,40.30253693573506
1761,despuã,ADV,1386,40.2734795911527
1762,espada,NOUN,1385,40.24442224657034
1763,verdad?\nno,AUX,1384,40.21536490198798
1764,damar,VERB,1382,40.15725021282326
1765,prisionero,NOUN,1382,40.15725021282326
1766,show,NOUN,1382,40.15725021282326
1767,violar,VERB,1381,40.128192868240895
1768,genio,NOUN,1381,40.128192868240895
1769,días,PROPN,1381,40.128192868240895
1770,carretera,NOUN,1380,40.09913552365854
1771,afuerar,VERB,1379,40.07007817907617
1772,metar,VERB,1378,40.04102083449381
1773,dedicar,VERB,1377,40.01196348991145
1774,tamaño,NOUN,1376,39.98290614532909
1775,búsqueda,NOUN,1375,39.95384880074673
1776,bebida,NOUN,1373,39.89573411158201
1777,secuestrar,VERB,1370,39.80856207783492
1778,enfadado,ADJ,1369,39.77950473325256
1779,comandante,NOUN,1369,39.77950473325256
1780,oí,VERB,1368,39.750447388670196
1781,viernes,NOUN,1367,39.72139004408783
1782,mientras,CCONJ,1364,39.63421801034075
1783,tomé,VERB,1362,39.576103321176035
1784,tormenta,NOUN,1361,39.54704597659367
1785,versión,NOUN,1359,39.48893128742895
1786,acá,PROPN,1358,39.459873942846585
1787,cercano,ADJ,1358,39.459873942846585
1788,silencio,NOUN,1356,39.40175925368186
1789,público,NOUN,1354,39.34364456451714
1790,asistente,NOUN,1353,39.31458721993478
1791,aqui,VERB,1353,39.31458721993478
1792,sospechoso,ADJ,1353,39.31458721993478
1793,â¿quã,NOUN,1352,39.28552987535242
1794,taza,NOUN,1351,39.25647253077006
1795,conocer él,VERB,1351,39.25647253077006
1796,miren,PROPN,1351,39.25647253077006
1797,matar yo,VERB,1351,39.25647253077006
1798,su,PRON,1350,39.2274151861877
1799,cancelar,VERB,1350,39.2274151861877
1800,vida,PROPN,1349,39.19835784160533
1801,total,ADJ,1347,39.14024315244061
1802,atravesar,VERB,1347,39.14024315244061
1803,puesto,ADJ,1345,39.082128463275886
1804,comprender,VERB,1345,39.082128463275886
1805,enfermera,NOUN,1345,39.082128463275886
1806,justicia,NOUN,1343,39.02401377411117
1807,perdonar,VERB,1343,39.02401377411117
1808,verdad?\nsí,PROPN,1343,39.02401377411117
1809,empleo,NOUN,1341,38.96589908494644
1810,débil,ADJ,1341,38.96589908494644
1811,herir,VERB,1340,38.93684174036409
1812,valiente,ADJ,1339,38.907784395781725
1813,nena,PROPN,1339,38.907784395781725
1814,soltar,VERB,1339,38.907784395781725
1815,pongar,VERB,1339,38.907784395781725
1816,colegio,NOUN,1338,38.878727051199355
1817,quiã,PROPN,1337,38.849669706617
1818,usar él,VERB,1337,38.849669706617
1819,sargento,NOUN,1337,38.849669706617
1820,curso,NOUN,1336,38.82061236203464
1821,pintar,VERB,1335,38.79155501745228
1822,bosque,NOUN,1335,38.79155501745228
1823,tratamiento,NOUN,1335,38.79155501745228
1824,impedir,VERB,1334,38.76249767286991
1825,legal,ADJ,1334,38.76249767286991
1826,llamo,PROPN,1334,38.76249767286991
1827,lengua,NOUN,1332,38.704382983705194
1828,viento,NOUN,1331,38.67532563912283
1829,serã­ar,VERB,1330,38.64626829454047
1830,cuyo,PRON,1329,38.61721094995811
1831,esfuerzo,NOUN,1329,38.61721094995811
1832,cocinar,VERB,1329,38.61721094995811
1833,granja,NOUN,1327,38.55909626079338
